0,0.51117,-0.98982
0.1,0.50926,-0.98982
0.2,0.50926,-0.98982
0.3,0.50926,-0.98982
0.4,0.50926,-0.98982
0.5,0.50926,-0.98982
0.6,0.50926,-0.98982
0.7,0.51117,-0.98982
0.8,0.50926,-0.98982
0.9,0.51308,-0.98982
1,0.51117,-0.98982
1.1,0.51308,-0.98982
1.2,0.50926,-0.98982
1.3,0.50926,-0.98982
1.4,0.51117,-0.98982
1.5,0.50926,-0.98982
1.6,0.51117,-0.98982
1.7,0.51117,-0.98982
1.8,0.51308,-0.98982
1.9,0.51308,-0.98982
2,0.51117,-0.98982
2.1,0.51117,-0.98982
2.2,0.51308,-0.98982
2.3,0.51308,-0.98982
2.4,0.51117,-0.98982
2.5,0.51117,-0.98982
2.6,0.51117,-0.98982
2.7,0.51117,-0.98982
2.8,0.51117,-0.98982
2.9,0.51117,-0.98982
3,0.51308,-0.98982
3.1,0.51117,-0.98982
3.2,0.51117,-0.98982
3.3,0.50926,-0.98982
3.4,0.51117,-0.98982
3.5,0.51498,-0.98982
3.6,0.51308,-0.98982
3.7,0.51308,-0.98982
3.8,0.51308,-0.98982
3.9,0.51308,-0.98982
4,0.51117,-0.98982
4.1,0.51117,-0.98982
4.2,0.51308,-0.98982
4.3,0.51498,-0.98982
4.4,0.50926,-0.98982
4.5,0.51117,-0.98982
4.6,0.51308,-0.98982
4.7,0.51308,-0.98982
4.8,0.51117,-0.98982
4.9,0.51117,-0.98982
5,0.51117,-0.98982
5.1,0.51308,-0.98982
5.2,0.51117,-0.98982
5.3,0.51498,-0.98982
5.4,0.51117,-0.98982
5.5,0.51308,-0.98982
5.6,0.51308,-0.98982
5.7,0.51117,-0.98982
5.8,0.51308,-0.98982
5.9,0.51308,-0.98982
6,0.51308,-0.98982
6.1,0.51117,-0.98982
6.2,0.51308,-0.98982
6.3,0.51308,-0.98982
6.4,0.51308,-0.98982
6.5,0.51117,-0.98982
6.6,0.51308,-0.98982
6.7,0.51117,-0.98982
6.8,0.50926,-0.98982
6.9,0.51308,-0.98982
7,0.51308,-0.98982
7.1,0.51308,-0.98982
7.2,0.51117,-0.98982
7.3,0.51308,-0.98982
7.4,0.51117,-0.98982
7.5,0.51117,-0.98982
7.6,0.51308,-0.98982
7.7,0.51308,-0.98982
7.8,0.51308,-0.98982
7.9,0.51498,-0.98982
8,0.51308,-0.98982
8.1,0.51308,-0.98982
8.2,0.51308,-0.98982
8.3,0.51498,-0.98982
8.4,0.51308,-0.98982
8.5,0.51308,-0.98982
8.6,0.51308,-0.98982
8.7,0.51308,-0.98982
8.8,0.51308,-0.98982
8.9,0.51498,-0.98982
9,0.51308,-0.98982
9.1,0.51498,-0.98982
9.2,0.51498,-0.98982
9.3,0.5188,-0.98982
9.4,0.51308,-0.98982
9.5,0.51689,-0.98982
9.6,0.51689,-0.98982
9.7,0.51498,-0.98982
9.8,0.51308,-0.98982
9.9,0.51308,-0.98982
10,0.51689,-0.98982
10.1,0.51689,-0.98982
10.2,0.51689,-0.98982
10.3,0.51498,-0.98982
10.4,0.51498,-0.98982
10.5,0.51498,-0.98982
10.6,0.51689,-0.98982
10.7,0.51498,-0.98982
10.8,0.51689,-0.98982
10.9,0.51689,-0.98982
11,0.51689,-0.98982
11.1,0.51308,-0.98982
11.2,0.51689,-0.98982
11.3,0.51689,-0.98982
11.4,0.51498,-0.98982
11.5,0.51498,-0.98982
11.6,0.51689,-0.98982
11.7,0.51498,-0.98982
11.8,0.5188,-0.98982
11.9,0.51689,-0.98982
12,0.51308,-0.98982
12.1,0.51689,-0.98982
12.2,0.51689,-0.98982
12.3,0.51689,-0.98982
12.4,0.51689,-0.98982
12.5,0.51689,-0.98982
12.6,0.51689,-0.98982
12.7,0.51498,-0.98982
12.8,0.51498,-0.98982
12.9,0.5188,-0.98982
13,0.51689,-0.98982
13.1,0.51498,-0.98982
13.2,0.51689,-0.98982
13.3,0.51689,-0.98982
13.4,0.5188,-0.98982
13.5,0.51498,-0.98982
13.6,0.51689,-0.98982
13.7,0.5188,-0.98982
13.8,0.51689,-0.98982
13.9,0.51689,-0.98982
14,0.51689,-0.98982
14.1,0.51498,-0.98982
14.2,0.51689,-0.98982
14.3,0.51498,-0.98982
14.4,0.51498,-0.98982
14.5,0.51498,-0.98982
14.6,0.51117,-0.98982
14.7,0.51498,-0.98982
14.8,0.51498,-0.98982
14.9,0.51498,-0.98982
15,0.51308,-0.98982
15.1,0.51117,-0.98982
15.2,0.51308,-0.98982
15.3,0.51308,-0.98982
15.4,0.51308,-0.98982
15.5,0.51498,-0.98982
15.6,0.51498,-0.98982
15.7,0.51498,-0.98982
15.8,0.51117,-0.98982
15.9,0.51498,-0.98982
16,0.51308,-0.98982
16.1,0.51498,-0.98982
16.2,0.51308,-0.98982
16.3,0.51498,-0.98982
16.4,0.51498,-0.98982
16.5,0.51498,-0.98982
16.6,0.51498,-0.98982
16.7,0.51498,-0.98982
16.8,0.51498,-0.98982
16.9,0.51498,-0.98982
17,0.51308,-0.98982
17.1,0.51498,-0.98982
17.2,0.51498,-0.98982
17.3,0.51498,-0.98982
17.4,0.51498,-0.98982
17.5,0.51689,-0.98982
17.6,0.51689,-0.98982
17.7,0.51498,-0.98982
17.8,0.51498,-0.98982
17.9,0.51498,-0.98982
18,0.51689,-0.98982
18.1,0.51498,-0.98982
18.2,0.51498,-0.98982
18.3,0.51308,-0.98982
18.4,0.51498,-0.98982
18.5,0.51498,-0.98982
18.6,0.51689,-0.98982
18.7,0.51498,-0.98982
18.8,0.51498,-0.98982
18.9,0.51308,-0.98982
19,0.51498,-0.98982
19.1,0.51689,-0.98982
19.2,0.51308,-0.98982
19.3,0.51498,-0.98982
19.4,0.5188,-0.98982
19.5,0.51498,-0.98982
19.6,0.51498,-0.98982
19.7,0.51498,-0.98982
19.8,0.51308,-0.98982
19.9,0.51308,-0.98982
20,0.51498,-0.98982
20.1,0.51308,-0.98982
20.2,0.51689,-0.98982
20.3,0.51308,-0.98982
20.4,0.51308,-0.98982
20.5,0.51498,-0.98982
20.6,0.51308,-0.98982
20.7,0.51498,-0.98982
20.8,0.51498,-0.98982
20.9,0.51308,-0.98982
21,0.51498,-0.98982
21.1,0.51498,-0.98982
21.2,0.51308,-0.98982
21.3,0.51308,-0.98982
21.4,0.51308,-0.98982
21.5,0.51689,-0.98982
21.6,0.51689,-0.98982
21.7,0.51498,-0.98982
21.8,0.51498,-0.98982
21.9,0.51498,-0.98982
22,0.51498,-0.98982
22.1,0.51498,-0.98982
22.2,0.51498,-0.98982
22.3,0.51308,-0.98982
22.4,0.51689,-0.98982
22.5,0.51498,-0.98982
22.6,0.51498,-0.98982
22.7,0.51498,-0.98982
22.8,0.51498,-0.98982
22.9,0.51689,-0.98982
23,0.51498,-0.98982
23.1,0.51689,-0.98982
23.2,0.51689,-0.98982
23.3,0.51689,-0.98982
23.4,0.51498,-0.98982
23.5,0.51689,-0.98982
23.6,0.51498,-0.98982
23.7,0.51498,-0.98982
23.8,0.51308,-0.98982
23.9,0.51689,-0.98982
24,0.51498,-0.98982
24.1,0.51689,-0.98982
24.2,0.51689,-0.98982
24.3,0.51498,-0.98982
24.4,0.51308,-0.98982
24.5,0.51498,-0.98982
24.6,0.51498,-0.98982
24.7,0.51498,-0.98982
24.8,0.51498,-0.98982
24.9,0.51689,-0.98982
25,0.51498,-0.98982
25.1,0.51308,-0.98982
25.2,0.51498,-0.98982
25.3,0.51498,-0.98982
25.4,0.51689,-0.98982
25.5,0.51689,-0.98982
25.6,0.51498,-0.98982
25.7,0.51498,-0.98982
25.8,0.51689,-0.98982
25.9,0.51498,-0.98982
26,0.51498,-0.98982
26.1,0.51308,-0.98982
26.2,0.51498,-0.98982
26.3,0.51308,-0.98982
26.4,0.51498,-0.98982
26.5,0.51498,-0.98982
26.6,0.51498,-0.98982
26.7,0.51308,-0.98982
26.8,0.51689,-0.98982
26.9,0.51689,-0.98982
27,0.51308,-0.98982
27.1,0.51689,-0.98982
27.2,0.51498,-0.98982
27.3,0.51498,-0.98982
27.4,0.51498,-0.98982
27.5,0.51308,-0.98982
27.6,0.51689,-0.98982
27.7,0.51689,-0.98982
27.8,0.51498,-0.98982
27.9,0.51689,-0.98982
28,0.51498,-0.98982
28.1,0.51498,-0.98982
28.2,0.51498,-0.98982
28.3,0.51498,-0.98982
28.4,0.51498,-0.98982
28.5,0.51498,-0.98982
28.6,0.51498,-0.98982
28.7,0.5188,-0.98982
28.8,0.51689,-0.98982
28.9,0.51308,-0.98982
29,0.51498,-0.98982
29.1,0.51498,-0.98982
29.2,0.51498,-0.98982
29.3,0.51689,-0.98982
29.4,0.51689,-0.98982
29.5,0.51689,-0.98982
29.6,0.51498,-0.98982
29.7,0.51498,-0.98982
29.8,0.51308,-0.98982
29.9,0.51308,-0.98982
30,0.51689,-0.98982
30.1,0.51308,-0.98982
30.2,0.51498,-0.98982
30.3,0.51498,-0.98982
30.4,0.51498,-0.98982
30.5,0.51308,-0.98982
30.6,0.51498,-0.98982
30.7,0.51498,-0.98982
30.8,0.51308,-0.98982
30.9,0.51689,-0.98982
31,0.51689,-0.98982
31.1,0.51689,-0.98982
31.2,0.51498,-0.98982
31.3,0.51498,-0.98982
31.4,0.51498,-0.98982
31.5,0.51689,-0.98982
31.6,0.51689,-0.98982
31.7,0.51308,-0.98982
31.8,0.51498,-0.98982
31.9,0.51498,-0.98982
32,0.51498,-2.4726
32.1,0.51689,-2.4726
32.2,0.51308,-2.4726
32.3,0.51498,-2.4726
32.4,0.51498,-2.4726
32.5,0.51498,-2.4726
32.6,0.51689,-2.4726
32.7,0.51308,-2.4726
32.8,0.51498,-2.4726
32.9,0.51308,-2.4726
33,0.51498,-2.4726
33.1,0.51498,-2.4726
33.2,0.51498,-2.4726
33.3,0.51498,-2.4726
33.4,0.51498,-2.4726
33.5,0.51498,-2.4726
33.6,0.51498,-2.4726
33.7,0.51498,-2.4726
33.8,0.51498,-2.4726
33.9,0.51308,-2.4726
34,0.51498,-2.4726
34.1,0.51498,-2.4726
34.2,0.51308,-2.4726
34.3,0.51308,-2.4726
34.4,0.51498,-2.4726
34.5,0.51308,-2.4726
34.6,0.51308,-2.4726
34.7,0.51308,-2.4726
34.8,0.51308,-2.4726
34.9,0.51498,-2.4726
35,0.51498,-2.4726
35.1,0.51498,-2.4726
35.2,0.51308,-2.4726
35.3,0.51498,-2.4726
35.4,0.51308,-2.4726
35.5,0.51308,-2.4726
35.6,0.51117,-2.4726
35.7,0.51689,-2.4726
35.8,0.51308,-2.4726
35.9,0.51498,-2.4726
36,0.51498,-2.4726
36.1,0.51498,-2.4726
36.2,0.51308,-2.4726
36.3,0.51498,-2.4726
36.4,0.51689,-2.4726
36.5,0.51308,-2.4726
36.6,0.51308,-2.4726
36.7,0.51498,-2.4726
36.8,0.51308,-2.4726
36.9,0.51498,-2.4726
37,0.51498,-2.4726
37.1,0.51498,-2.4726
37.2,0.51498,-2.4726
37.3,0.51308,-2.4726
37.4,0.51308,-2.4726
37.5,0.51308,-2.4726
37.6,0.51498,-2.4726
37.7,0.51308,-2.4726
37.8,0.51308,-2.4726
37.9,0.51689,-2.4726
38,0.51308,-2.4726
38.1,0.51498,-2.4726
38.2,0.51308,-2.4726
38.3,0.51498,-2.4726
38.4,0.51308,-2.4726
38.5,0.51308,-2.4726
38.6,0.51498,-2.4726
38.7,0.51308,-2.4726
38.8,0.51498,-2.4726
38.9,0.51308,-2.4726
39,0.51498,-2.4726
39.1,0.51498,-2.4726
39.2,0.51308,-2.4726
39.3,0.51308,-2.4726
39.4,0.51308,-2.4726
39.5,0.51498,-2.4726
39.6,0.51308,-2.4726
39.7,0.51308,-2.4726
39.8,0.51117,-2.4726
